Lottery Number,Last Date Registration,Location,Contractor,Number of Apartments,Apartments for Natives,Registered,Registered Natives,Price per Meter,Grant,Natives Chance to win,non-Natives Chance to win,Region,country,ConstructionPermitName,ProjectStatus,LotteryId
2360,2024-02-13,אילת,"עמרם אברהם חברה לבנין בע""מ",63,31,6370,1709,12206.0,0,0.0181392627267407,0.0068654795108345,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2360
2361,2024-02-13,אילת,"שם שיכון ויזמות בע""מ",51,25,6056,1715,12206.0,0,0.0145772594752186,0.0059894033632803,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2361
2362,2024-02-13,אלעד,"הדס קפיטל (ז.ס.ב) בע""מ , גילת מגורים (ג-ר) בע""מ",160,56,21530,1954,17206.02,0,0.0286591606960081,0.0053126277073968,מרכז,ישראל,-,בתהליכי הגרלה,2362
2363,2024-02-13,אלעד,"אקה פיתוח ותשתיות בע""מ",134,46,21504,1954,17678.7,0,0.0235414534288638,0.0045012787723785,מרכז,ישראל,-,בתהליכי הגרלה,2363
2364,2024-02-13,אלעד,"אי.אס.איי אחזקות בע""מ",128,44,21263,1964,17886.96,0,0.0224032586558044,0.0043525571273122,מרכז,ישראל,-,בתהליכי הגרלה,2364
2365,2024-02-13,אלעד,"אפי קפיטל בינוי בע""מ",106,37,21309,1963,17541.81,0,0.0188487009679062,0.0035666287604672,מרכז,ישראל,-,בתהליכי הגרלה,2365
2366,2024-02-13,אלעד,"גלנור - ידות אלעד בע""מ",102,35,20935,1919,18268.38,0,0.0182386659718603,0.0035233487589398,מרכז,ישראל,-,בתהליכי הגרלה,2366
2367,2024-02-13,אלעד,"הדס קפיטל מכרזים פ-ג בע""מ",83,29,21115,1949,17621.37,0,0.0148794253463314,0.0028174893039757,מרכז,ישראל,-,בתהליכי הגרלה,2367
2368,2024-02-13,אלעד,זוהר וצפריר שרבט יזמות ובניה (2001),77,26,21221,1955,17218.89,0,0.0132992327365728,0.0026471504204297,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2368
2369,2024-02-13,אלעד,משולם לוינשטין הנדסה וקבלנות ב,77,26,20872,1914,18284.76,0,0.0135841170323928,0.0026901571895769,מרכז,ישראל,-,בתהליכי הגרלה,2369
2370,2024-02-13,אלעד,"רן - אור הנדסה בניה והשקעות בע""מ",64,22,21076,1949,17712.63,0,0.0112878399179066,0.0021958488001254,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2370
2325,2024-02-13,אשקלון,"אחים בוסקילה בע""מ",90,31,19919,2994,12479.22,0,0.0103540414161656,0.0034859675036927,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2325
2326,2024-02-13,אשקלון,"א.א.י.אבו החזקות בע""מ",73,25,19860,3098,12962.43,0,0.0080697224015493,0.0028636200930676,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2326
2327,2024-02-13,אשקלון,"י.ח. דמרי בניה ופיתוח בע""מ",73,25,20204,3224,13315.77,0,0.0077543424317617,0.0028268551236749,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2327
2328,2024-02-13,אשקלון,עיוש רפאל בעמ,51,17,19534,3099,12960.09,0,0.0054856405292029,0.0020687557042896,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2328
2329,2024-02-13,אשקלון,"אחים בוסקילה בע""מ",45,15,19738,3155,12674.61,0,0.0047543581616481,0.0018090815895796,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2329
2330,2024-02-13,אשקלון,"י.ח. דמרי בניה ופיתוח בע""מ",42,14,19750,3186,13157.82,0,0.0043942247332077,0.0016904129437333,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2330
2331,2024-02-13,אשקלון,"אייל פרץ יזמות ונדל""ן 2011 בע""מ",41,14,19621,3178,12962.43,0,0.0044052863436123,0.0016420361247947,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2331
2332,2024-02-13,אשקלון,"א.ד.מ. בוני ישראל יזמות ובניה בע""מ",41,14,19237,3109,13125.06,0,0.0045030556449018,0.0016741071428571,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2332
2333,2024-02-13,אשקלון,"מ.א.י אביבי ייזום ובנייה בע""מ",39,13,19108,3061,13258.44,0,0.0042469781117281,0.0016202405434037,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2333
2334,2024-02-13,אשקלון,"אורות גת בע""מ",38,13,19331,3072,12674.61,0,0.0042317708333333,0.0015376099391106,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2334
2335,2024-02-13,אשקלון,"בובליל נכסים בע""מ",13,4,19311,3006,12515.49,0,0.0013306719893546,0.0005519779208831,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2335
2381,2024-02-13,בית דגן,"קלוד נחמיאס יזום והשקעות בע""מ",63,22,21728,406,13816.53,0,0.0541871921182266,0.0019228965387862,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2381
2382,2024-02-13,"בני עי""ש","אסיה סיירוס פיתוח וייזום בע""מ",176,61,11189,317,14968.98,0,0.1924290220820189,0.0105776306107431,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2382
2383,2024-02-13,"בני עי""ש","רייסדור יזמות בע""מ",138,48,10464,325,14811.03,0,0.1476923076923077,0.0088766150507939,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2383
2384,2024-02-13,"בני עי""ש","מגידו י.ק. יזום בע""מ",80,28,10396,328,14157.0,0,0.0853658536585365,0.0051648788239968,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2384
2385,2024-02-13,"בני עי""ש",י.ע.ו. חברה לבניה פיתוח והשקעו,72,25,10169,311,15268.5,0,0.0803858520900321,0.004767701359302,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2385
2386,2024-02-13,"בני עי""ש","מימושים מגשימים פוטנציאל בע""מ",53,18,10103,309,15268.5,0,0.058252427184466,0.0035736164998978,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2386
2387,2024-02-13,"בני עי""ש","אדור א.ד. פרוייקטים בע""מ",37,12,10111,312,15268.5,0,0.0384615384615384,0.0025512807429329,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2387
2316,2024-02-13,ירושלים,קוטלר עדיקא חברה לבניה בעמ,46,16,11832,7242,29544.84,0,0.0022093344380005,0.0065359477124183,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2316
2336,2024-02-13,מודיעין-מכבים-רעות,"נתנאל גרופ בע""מ",70,24,24206,2180,22131.72,0,0.0110091743119266,0.0020884409334422,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2336
2337,2024-02-13,מודיעין-מכבים-רעות,"רן - אור הנדסה בניה והשקעות בע""מ",61,21,23605,2182,22131.72,0,0.0096241979835013,0.0018671521262194,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2337
2338,2024-02-13,מודיעין-מכבים-רעות,"עיר דוד - בניה ופיתוח (1993) בע""מ",56,19,23440,2183,22131.72,0,0.0087036188731103,0.0017406030954509,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2338
2375,2024-02-13,מעלות-תרשיחא,"מאונטיין גרדנס רזידנס בע""מ",75,45,3273,378,9037.08,40000,0.119047619047619,0.0103626943005181,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2375
2376,2024-02-13,מעלות-תרשיחא,"מאונטיין גרדנס רזידנס בע""מ",66,39,3042,383,9074.52,40000,0.1018276762402088,0.010154193305754,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2376
2317,2024-02-13,פתח תקווה,"אי.אס.איי אבן הבונים בנייה בע""מ",154,53,31761,4836,17028.18,0,0.0109594706368899,0.0037511606313834,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2317
2371,2024-02-13,צפת,"עמרם אברהם חברה לבנין בע""מ",41,20,8223,956,8656.83,60000,0.0209205020920502,0.0028897756983624,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2371
2350,2024-02-13,קריית גת,מרדכי אביב. מפעלי בניה בעמ,109,38,30547,1643,12729.6,0,0.0231284236153377,0.0024564074176584,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2350
2351,2024-02-13,קריית גת,"פרץ לוזון, בנין ופתוח בע""מ",104,36,30764,1663,12729.6,0,0.0216476247745039,0.0023366894608432,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2351
2352,2024-02-13,קריית גת,"אחים אוזן חברה לבניה בע""מ",102,35,29694,1600,12729.6,0,0.021875,0.0023848508578344,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2352
2353,2024-02-13,קריית גת,"מ.ב.צ. יזמות והשקעות בע""מ",85,29,29778,1591,12729.6,0,0.0182275298554368,0.0019867314719551,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2353
2354,2024-02-13,קריית גת,אביסרור משה ובניו עבודות בנין ופתוח,81,28,29978,1636,12729.6,0,0.0171149144254278,0.0018700162303295,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2354
2355,2024-02-13,קריית גת,"א.ד.מ. בוני ישראל יזמות ובניה בע""מ",81,28,29722,1595,12729.6,0,0.0175548589341692,0.0018843104490347,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2355
2356,2024-02-13,קריית גת,"קרדן נדל""ן יזום ופיתוח בע""מ",78,27,29760,1600,12729.6,0,0.016875,0.0018110795454545,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2356
2357,2024-02-13,קריית גת,"רמי צרפתי חברה לבניה בע""מ",55,19,29784,1618,12729.6,0,0.0117428924598269,0.0012781367606333,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2357
2358,2024-02-13,קריית גת,"וינדור בקריה בע""מ",53,18,29357,1377,12685.14,0,0.0130718954248366,0.0012508934953538,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2358
2359,2024-02-13,קריית גת,"בן.ארי. (י.מ.) הנדסת בניין בע""מ , שמ אטיאס - יעוץ והשקעות בע""מ",38,13,29679,1591,12729.6,0,0.0081709616593337,0.0008900598120193,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2359
2339,2024-02-13,קריית גת,"טריסון יזום ובניה בע""מ",265,92,30796,1624,12729.6,0,0.0566502463054187,0.0059303441656382,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2339
2340,2024-02-13,קריית גת,"רייסדור יזמות בע""מ",213,74,31042,1505,12685.14,0,0.0491694352159468,0.0047059620137454,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2340
2341,2024-02-13,קריית גת,"רייסדור יזמות בע""מ",207,72,30778,1495,12685.14,0,0.0481605351170568,0.0046101833828501,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2341
2342,2024-02-13,קריית גת,"טריסון יזום ובניה בע""מ",190,66,30671,1658,12729.6,0,0.0398069963811821,0.0042739461620652,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2342
2343,2024-02-13,קריית גת,"אפי קפיטל פרוייקטים בע""מ",175,61,30716,1672,12729.6,0,0.0364832535885167,0.0039250791901941,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2343
2344,2024-02-13,קריית גת,"רייסדור יזמות בע""מ",166,58,30619,1679,12729.6,0,0.0345443716497915,0.0037318590186592,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2344
2345,2024-02-13,קריית גת,"רייסדור יזמות בע""מ",156,54,30505,1476,12685.14,0,0.0365853658536585,0.0035137276516586,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2345
2346,2024-02-13,קריית גת,"קרדן נדל""ן יזום ופיתוח בע""מ",146,51,30528,1641,12729.6,0,0.0310786106032906,0.003288676567314,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2346
2347,2024-02-13,קריית גת,"מ.ב.צ. יזמות והשקעות בע""מ",127,44,30417,1624,12729.6,0,0.0270935960591133,0.0028826450873476,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2347
2348,2024-02-13,קריית גת,"אפי קפיטל פרוייקטים בע""מ",119,41,30483,1643,12729.6,0,0.024954351795496,0.0027045769764216,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2348
2349,2024-02-13,קריית גת,"עמרם אברהם חברה לבנין בע""מ",116,40,30332,1437,12685.14,0,0.0278357689631176,0.0026302128395916,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2349
2374,2024-02-13,קריית מלאכי,"שייסנר בע""מ",59,20,3860,765,12169.17,0,0.0261437908496732,0.0126009693053311,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2374
2378,2024-02-13,קריית עקרון,"שי-חי יזמות והשקעות בע""מ",186,65,13213,638,15723.63,0,0.1018808777429467,0.0096222664015904,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2378
2379,2024-02-13,קריית עקרון,"אחים בוסקילה בע""מ",150,52,13105,638,15414.75,0,0.0815047021943573,0.0078607523862998,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2379
2380,2024-02-13,קריית עקרון,כ. כוכב הנגב - חברה לבנין ופתוח (90,150,52,13026,636,15723.63,0,0.0817610062893081,0.007909604519774,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2380
2372,2024-02-13,קריית שמונה,"תעז יזמות בע""מ",48,28,2338,578,9361.17,40000,0.0484429065743944,0.0113636363636363,צפון,ישראל,-,בתהליכי הגרלה,2372
2373,2024-02-13,קריית שמונה,"קראו א.ג.א. בע""מ",39,23,2210,585,9484.02,40000,0.0393162393162393,0.0098461538461538,צפון,ישראל,-,בתהליכי הגרלה,2373
2318,2024-02-13,רחובות,"אסיה סיירוס פיתוח וייזום בע""מ",232,81,39571,3225,17279.73,0,0.0251162790697674,0.0041545149397457,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2318
2319,2024-02-13,רחובות,"קבוצת רייבי השקעות , בית שלמה בנייה , סייבר איט איז",74,25,38102,3133,18859.23,0,0.0079795722949249,0.0014012410992593,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2319
2320,2024-02-13,רחובות,"קלוד נחמיאס יזום והשקעות בע""מ",70,24,38221,3346,19457.1,0,0.0071727435744172,0.0013189964157706,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2320
2321,2024-02-13,רחובות,"אחים בוסקילה בע""מ",69,24,38594,3158,17889.3,0,0.0075997466751108,0.0012698950220115,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2321
2322,2024-02-13,רחובות,"שי-חי יזמות והשקעות בע""מ",64,22,37738,3286,20250.36,0,0.0066950699939135,0.0012190874259839,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2322
2323,2024-02-13,רחובות,"פרץ בוני הנגב (1993) בע""מ",60,21,38417,3336,19854.9,0,0.0062949640287769,0.001111712893019,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2323
2324,2024-02-13,רחובות,"שתית בע""מ",53,18,38059,3319,19458.27,0,0.0054233202771919,0.0010074841681059,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2324
2377,2024-02-13,רכסים,"אבי מנדלר נכסים והשקעות בע""מ",117,40,7443,543,12696.84,40000,0.0736648250460405,0.011159420289855,צפון,ישראל,-,בתהליכי הגרלה,2377
2312,2023-06-07,אופקים,"י.ח. דמרי בניה ופיתוח בע""מ",2,2,16797,214,6786.0,60000,0.0093457943925233,0.0,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2312
2311,2023-06-07,טבריה,"יובלים אלום-נט בע""מ",9,4,21137,502,6405.75,60000,0.0079681274900398,0.0002423067603586,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2311
2308,2023-06-07,מגדל העמק,תאופיק דראושה בעמ,26,16,18254,435,6076.98,60000,0.0367816091954023,0.0005611987204669,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2308
2313,2023-06-07,נתניה,"פרץ לוזון, בנין ופתוח בע""מ",2,0,36969,2807,10751.13,0,0.0,5.854458169896376e-05,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2313
2314,2023-06-07,עכו,"אבי מנדלר נכסים והשקעות בע""מ",1,1,11481,328,7461.09,40000,0.0030487804878048,0.0,צפון,ישראל,היתר מלא,בחירת דירות,2314
2307,2023-06-07,ראשון לציון,"ש.בר יזום והשקעות בע""מ",58,0,3263,319,10668.06,0,0.0,0.0197010869565217,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,2307
2309,2023-06-07,שדרות,"תורן הבית שלך בע""מ",15,15,16137,455,6812.91,60000,0.0329670329670329,0.0,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2309
2310,2023-06-07,שדרות,"אסום - חברה קבלנית לבנין בע""מ",24,23,14997,458,6786.0,60000,0.0502183406113537,6.878052135635188e-05,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2310
2265,2023-05-07,אילת,"אוליצקי פיתוח מגורים בע""מ",37,18,5111,1548,12113.0,0,0.0116279069767441,0.0053325849003648,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2265
2266,2023-05-07,אילת,"אופקים י.מ.נ 2021 בע""מ",34,17,5062,1579,12113.0,0,0.0107663077897403,0.0048808498420901,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2266
2267,2023-05-07,אילת,"אחים בוסקילה בע""מ",29,14,4906,1562,12113.0,0,0.0089628681177976,0.0044856459330143,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2267
2268,2023-05-07,אילת,"ליאם נחמיאס חברה לבניין בע""מ",28,14,4832,1555,12113.0,0,0.0090032154340836,0.0042722001830942,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2268
2269,2023-05-07,אילת,"א.מ. יזמות אילת בע""מ",19,9,4859,1559,12113.0,0,0.0057729313662604,0.003030303030303,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2269
2272,2023-05-07,אלעד,"שמואל ברוך יזמות ובניה בע""מ",130,48,17071,1809,16123.77,0,0.0265339966832504,0.00537282138645,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2272
2273,2023-05-07,אלעד,"רייסדור יזמות בע""מ",115,42,17796,1882,15766.92,0,0.0223166843783209,0.0045871559633027,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2273
2274,2023-05-07,אלעד,אפרידר החברה לשכון ולפתוח ישרא,113,42,17571,1872,15806.7,0,0.0224358974358974,0.0045225810561182,מרכז,ישראל,-,בתהליכי הגרלה,2274
2275,2023-05-07,אלעד,"אפי קפיטל בינוי בע""מ",109,40,17667,1872,15633.54,0,0.0213675213675213,0.0043684710351377,מרכז,ישראל,-,בתהליכי הגרלה,2275
2276,2023-05-07,אלעד,"אלמוג (כ. ד. א. י.) בע""מ",102,38,17493,1860,15639.39,0,0.0204301075268817,0.0040939039211923,מרכז,ישראל,-,בתהליכי הגרלה,2276
2277,2023-05-07,אלעד,י. ד. ברזאני נכסים ובניין (1983) בע,102,38,17114,1833,16708.77,0,0.0207310420076377,0.004188207578038,מרכז,ישראל,-,בתהליכי הגרלה,2277
2278,2023-05-07,אלעד,"תצפית מכרזים 2021 בע""מ",79,29,16810,1804,17142.84,0,0.0160753880266075,0.00333200053312,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2278
2264,2023-05-07,אשדוד,"ד.ש. סיטי יזמות ובנייה בע""מ",75,26,8989,3446,19430.19,0,0.0075449796865931,0.0088399783510734,דרום,ישראל,-,בתהליכי הגרלה,2264
2291,2023-05-07,באר יעקב,אשדר חברה לבניה בעמ,121,44,36385,469,17786.34,0,0.0938166311300639,0.0021438913019267,מרכז,ישראל,-,בתהליכי הגרלה,2291
2292,2023-05-07,באר יעקב,אפרידר החברה לשכון ולפתוח ישרא,121,44,36781,478,17968.86,0,0.0920502092050209,0.0021210368289122,מרכז,ישראל,-,בתהליכי הגרלה,2292
2293,2023-05-07,באר יעקב,מרדכי אביב. מפעלי בניה בעמ,105,38,36387,476,17602.65,0,0.0798319327731092,0.0018657235944418,מרכז,ישראל,-,בתהליכי הגרלה,2293
2294,2023-05-07,באר יעקב,"אסיה סיירוס פיתוח וייזום בע""מ",98,35,36410,473,17421.3,0,0.0739957716701902,0.0017530678687703,מרכז,ישראל,-,בתהליכי הגרלה,2294
2295,2023-05-07,באר יעקב,"רמי צרפתי חברה לבניה בע""מ",77,28,36301,473,17517.24,0,0.0591966173361522,0.0013676454169922,מרכז,ישראל,-,בתהליכי הגרלה,2295
2296,2023-05-07,באר יעקב,"קבוצת נמיר בכרמי גת בע""מ",70,25,35934,466,17693.91,0,0.0536480686695279,0.0012687492951392,מרכז,ישראל,-,בתהליכי הגרלה,2296
2297,2023-05-07,באר יעקב,עופר אהרון חברה לעבודות בניה ב,67,24,36168,469,17151.03,0,0.0511727078891258,0.0012045155326479,מרכז,ישראל,-,בתהליכי הגרלה,2297
2298,2023-05-07,באר יעקב,"אבני דרך מתחם ברזיל בע""מ",63,23,36216,467,17148.69,0,0.0492505353319057,0.0011189124171305,מרכז,ישראל,-,בתהליכי הגרלה,2298
2299,2023-05-07,באר יעקב,"ש.ז.ת אולמי אירועים בע""מ",63,23,35654,459,17695.08,0,0.0501089324618736,0.0011365250745844,מרכז,ישראל,-,בתהליכי הגרלה,2299
2300,2023-05-07,באר יעקב,"אגם תבור יזמות ובניה בע""מ",56,20,35625,462,17789.85,0,0.0432900432900432,0.0010238034297414,מרכז,ישראל,-,בתהליכי הגרלה,2300
2301,2023-05-07,באר יעקב,ורדים-ניהול ואחזקות מבנים (200,42,15,35595,464,17886.96,0,0.0323275862068965,0.0007685519911189,מרכז,ישראל,-,בתהליכי הגרלה,2301
2241,2023-05-07,חיפה,"אשל הירדן יזום ובנין בע""מ",342,119,13833,2288,15300.09,0,0.0520104895104895,0.0193157210913815,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2241
2242,2023-05-07,חיפה,"אפי קפיטל יזמות ובניה בע""מ",310,108,13562,2326,15328.17,0,0.0464316423043852,0.0179779280882876,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2242
2304,2023-05-07,חריש,"ליאם נחמיאס חברה לבניין בע""מ",269,107,10562,154,14508.0,0,0.6948051948051948,0.0155649500384319,צפון,ישראל,-,בתהליכי הגרלה,2304
2305,2023-05-07,חריש,"י.א. אלון בניה בע""מ",115,46,10347,159,14508.0,0,0.2893081761006289,0.0067726737338044,צפון,ישראל,-,בתהליכי הגרלה,2305
2306,2023-05-07,חריש,"ליאם הנדסה גרופ בע""מ",115,46,10171,157,14508.0,0,0.2929936305732484,0.0068903535050928,צפון,ישראל,-,בתהליכי הגרלה,2306
2280,2023-05-07,יבנה,עופר אהרון חברה לעבודות בניה ב,245,96,16961,1461,17188.47,0,0.0657084188911704,0.0096129032258064,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2280
2281,2023-05-07,יבנה,"קבוצת נמיר בכרמי גת בע""מ",110,43,17442,1497,16962.66,0,0.0287241148964595,0.0042019441831295,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2281
2282,2023-05-07,יבנה,גרופית הנדסה אזרחית ועבודות צי,96,37,16784,1476,17654.13,0,0.0250677506775067,0.00385419388555,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2282
2302,2023-05-07,כפר קאסם,"תעמיר לבניה בע""מ",51,38,378,106,12719.07,0,0.3584905660377358,0.0477941176470588,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2302
2279,2023-05-07,כרמיאל,"ספייס בניה וייזמות בע""מ",96,48,3203,601,12551.76,0,0.0798668885191347,0.0184473481936971,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2279
2283,2023-05-07,נוף הגליל,תאופיק דראושה בעמ,108,54,3430,415,13822.38,0,0.1301204819277108,0.017910447761194,צפון,ישראל,-,בתהליכי הגרלה,2283
2284,2023-05-07,נוף הגליל,"איבילד ריל אסטיט בע""מ",67,33,3413,423,12990.51,0,0.0780141843971631,0.0113712374581939,צפון,ישראל,-,בתהליכי הגרלה,2284
2289,2023-05-07,נתיבות,"פסגות שלמה ייזום ובניה בע""מ",53,27,9160,987,9468.81,40000,0.0273556231003039,0.0031812064113544,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2289
2290,2023-05-07,ערד,"בנה ביתך ייזום שיווק וייעוץ נדל""ן ב",23,11,1731,281,10249.2,40000,0.0391459074733096,0.0082758620689655,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2290
2255,2023-05-07,פתח תקווה,אפרידר החברה לשכון ולפתוח ישרא,202,75,40583,4924,17025.84,0,0.0152315190901705,0.0035615132224683,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2255
2256,2023-05-07,פתח תקווה,"אלקטרה השקעות (1998) בע""מ",178,66,41668,5097,17031.69,0,0.0129487934078869,0.0030625358890924,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2256
2257,2023-05-07,פתח תקווה,"אבי מנדלר נכסים והשקעות בע""מ",170,63,40649,4924,17877.6,0,0.0127944760357432,0.0029951014695591,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2257
2258,2023-05-07,פתח תקווה,גרופית הנדסה אזרחית ועבודות צי,164,60,39677,4765,18428.67,0,0.0125918153200419,0.0029789184234647,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2258
2259,2023-05-07,פתח תקווה,"אסיה סיירוס פיתוח וייזום בע""מ",148,55,40427,4885,17538.3,0,0.0112589559877175,0.0026166225873614,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2259
2260,2023-05-07,פתח תקווה,"מצפה העיר יזמות בע""מ",118,43,40583,4913,17048.07,0,0.0087522898432729,0.0021026072329688,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2260
2261,2023-05-07,פתח תקווה,"רם אדרת פרויקטים בע""מ",84,31,40351,4888,17575.74,0,0.006342062193126,0.0014945154104277,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2261
2262,2023-05-07,פתח תקווה,"רמי צרפתי חברה לבניה בע""מ",78,29,39563,4762,18522.27,0,0.0060898782024359,0.0014080055170828,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2262
2263,2023-05-07,פתח תקווה,"ש.י.א רפאל פרויקטים בע""מ",59,21,40419,4907,17048.07,0,0.0042796005706134,0.00107006082451,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2263
2285,2023-05-07,צפת,"עמרם אברהם חברה לבנין בע""מ",50,25,9679,835,8753.94,60000,0.029940119760479,0.0028267752148349,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2285
2286,2023-05-07,צפת,"שורש אגור בע""מ",48,24,10087,860,6993.09,40000,0.027906976744186,0.0026010621003576,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2286
