Lottery Number,Last Date Registration,Location,Contractor,Number of Apartments,Apartments for Natives,Registered,Registered Natives,Price per Meter,Grant,Natives Chance to win,non-Natives Chance to win,Region,country,ConstructionPermitName,ProjectStatus,LotteryId
2148,2022-11-03,באר שבע,"יואב את רמי בניה, ניהול ופיקוח בע""מ",84,29,21934,2358,12021.75,0,0.0122985581000848,0.0028095627298733,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2148
2149,2022-11-03,באר שבע,י.אליה ובניו,79,27,22020,2407,12022.92,0,0.0112172829248026,0.0026513027073879,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2149
2150,2022-11-03,באר שבע,"ניו דלתא נדל""ן ופרוייקטים בע""מ",58,20,21858,2366,12018.24,0,0.0084530853761623,0.0019495177508721,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2150
2173,2022-11-03,גבע בנימין,"ציפייה יזמות בע""מ",29,11,4148,146,8704.8,0,0.0753424657534246,0.0044977511244377,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2173
2162,2022-11-03,טבריה,"אונו הנדסה בע""מ",105,52,12094,554,9003.15,40000,0.0938628158844765,0.0045927209705372,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2162
2163,2022-11-03,טבריה,ע.ע. אבו ראס- חברה לעבודות בנין ופי,59,29,11668,563,9003.15,40000,0.0515097690941385,0.0027014858171994,צפון,ישראל,הוגשה בקשה,בתהליכי הגרלה,2163
2164,2022-11-03,טבריה,"א.ש.מ שיכון ויזמות בע""מ",47,23,11646,563,9003.15,40000,0.0408525754884547,0.0021654786610123,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2164
2143,2022-11-03,ירושלים,"חורשת האקליפטוס יזמות (תשע""א) בע""מ",35,12,20853,7949,17550.0,0,0.0015096238520568,0.0017823930564166,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2143
2172,2022-11-03,כפר קאסם,"רני צים בניה רוויה בחברה הערבית בע""",100,75,782,149,13593.06,0,0.5033557046979866,0.0394944707740916,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2172
2151,2022-11-03,לוד,"אפי קפיטל אחזקות בע""מ",178,71,21028,949,15695.55,0,0.0748155953635405,0.0053289506449524,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2151
2152,2022-11-03,לוד,"עמרם אברהם חברה לבנין בע""מ",153,58,21049,936,15721.29,0,0.0619658119658119,0.0047233132799681,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2152
2153,2022-11-03,לוד,"אוליצקי פיתוח מגורים בע""מ",147,56,20776,912,16031.34,0,0.0614035087719298,0.0045811518324607,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2153
2154,2022-11-03,לוד,"רייסדור יזמות בע""מ",119,45,20787,919,15522.39,0,0.0489662676822633,0.0037245822428024,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2154
2155,2022-11-03,לוד,"אייל פרץ יזמות ונדל""ן 2011 בע""מ",105,40,20707,913,15874.56,0,0.0438116100766703,0.0032838233808224,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2155
2156,2022-11-03,לוד,"ניצני מבשרת בע""מ",86,34,21335,999,14925.69,0,0.034034034034034,0.0025570416994492,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2156
2165,2022-11-03,נוף הגליל,"בראל א.ב. הנדסה ובנייה בע""מ",338,169,8247,825,13071.24,0,0.2048484848484848,0.0227701428186472,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2165
2166,2022-11-03,נוף הגליל,"שתית בע""מ",226,113,7911,801,13025.61,0,0.1410736579275905,0.0158931082981715,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2166
2167,2022-11-03,נוף הגליל,"סלים לחאם יזמות ובניה בע""מ",45,22,7646,795,13087.62,0,0.0276729559748427,0.0033571741351627,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2167
2171,2022-11-03,סח'נין,"דקלי פסגות יזמות בע""מ",47,23,403,42,9623.25,40000,0.5476190476190477,0.0664819944598338,צפון,ישראל,-,בתהליכי הגרלה,2171
2174,2022-11-03,עמנואל,"ציפחה אינטרנשיונל 1994 בע""מ",55,27,3452,135,8855.73,0,0.2,0.0084413626771178,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2174
2175,2022-11-03,עמנואל,"ארשין הנדסה בע""מ",46,23,3431,132,8855.73,0,0.1742424242424242,0.0069718096392846,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2175
2176,2022-11-03,עמנואל,"טרקלין יזום ובניה בע""מ",42,21,3441,134,8840.52,0,0.1567164179104477,0.0063501663138796,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2176
2177,2022-11-03,עמנואל,"טרקלין יזום ובניה בע""מ",42,21,3427,134,8840.52,0,0.1567164179104477,0.0063771636805344,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2177
2178,2022-11-03,עמנואל,"טרקלין יזום ובניה בע""מ",16,8,3413,133,8840.52,0,0.0601503759398496,0.0024390243902439,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2178
2161,2022-11-03,עפולה,"תורג בע""מ",35,17,13553,661,10525.32,40000,0.0257186081694402,0.0013962147067949,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2161
2157,2022-11-03,עפולה,"א.י. אדיר כהן יורם בע""מ",46,23,13358,665,10525.32,40000,0.0345864661654135,0.0018120223745371,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2157
2158,2022-11-03,עפולה,אחים אלקבץ בניה פתוח והשקעות (1994),42,21,13729,677,10525.32,40000,0.0310192023633678,0.0016089488201041,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2158
2159,2022-11-03,עפולה,"דקלי פסגות יזמות בע""מ",39,19,13580,677,10525.32,40000,0.0280649926144756,0.0015500271254746,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2159
2142,2022-09-19,אריאל,א ברקן ושות בעמ,12,1,7151,199,8631.09,0,0.0050251256281407,0.0015822784810126,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,2142
2140,2022-09-19,אשקלון,"פרץ בוני הנגב (1993) בע""מ",20,0,15351,1540,9468.81,40000,0.0,0.0014481210629208,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2140
2135,2022-09-19,אשקלון,"הגבעה פרוייקטים הנדסיים בע""מ",27,16,14861,1508,9090.9,40000,0.0106100795755968,0.000823784917247,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2135
2136,2022-09-19,אשקלון,"אגם תבור יזמות ובניה בע""מ",33,0,15490,1444,8420.49,40000,0.0,0.002349423323366,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2136
2137,2022-09-19,ביתר עילית,עופר אהרון חברה לעבודות בניה ב,10,0,8856,1646,9243.0,0,0.0,0.001386962552011,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2137
2139,2022-09-19,כרמיאל,"מורדות הכרמל נכסים בע""מ",7,7,4609,172,8658.0,0,0.0406976744186046,0.0,צפון,ישראל,היתר מלא,בתהליכי הגרלה,2139
2141,2022-09-19,מבשרת ציון,"חיים זקן בנין והשקעות בע""מ",6,6,10177,351,10945.35,0,0.017094017094017,0.0,מרכז,ישראל,היתר מלא,בחירת דירות,2141
2134,2022-09-19,מעלה אדומים,דליה אליאספור חברה קבלנית לבני,7,0,7391,358,9711.0,0,0.0,0.0009953078344945,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,2134
2138,2022-09-19,נס ציונה,"א.מ.י ישראל מגורים יזמות בע""מ",4,0,15653,490,13513.5,0,0.0,0.00026380003957,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2138
2115,2022-07-26,אופקים,"ירין ח.י.י.מ ביתן בע""מ",32,15,10001,491,6376.5,60000,0.0305498981670061,0.0017875920084121,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2115
2123,2022-07-26,אריאל,"גבעות טל ר.א בע""מ",41,21,9434,311,8153.73,0,0.067524115755627,0.002192261317549,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2123
2120,2022-07-26,אשקלון,אביסרור משה ובניו עבודות בנין ופתוח,52,0,23647,2597,9390.42,40000,0.0,0.0024703087885985,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2120
2116,2022-07-26,אשקלון,ורדים-ניהול ואחזקות מבנים (200,53,8,23526,2371,7709.13,40000,0.0033741037536904,0.0021271567005436,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2116
2117,2022-07-26,אשקלון,ורדים-ניהול ואחזקות מבנים (200,44,0,23520,2429,8177.13,40000,0.0,0.0020861979043193,דרום,ישראל,הוגשה בקשה,בתהליכי הגרלה,2117
2118,2022-07-26,אשקלון,ורדים-ניהול ואחזקות מבנים (200,53,10,23596,2442,7943.13,40000,0.004095004095004,0.0020327124893637,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2118
2119,2022-07-26,אשקלון,"ג.ג.א.ב יזום נכסים והשקעות בע""",112,21,23898,2573,9219.6,40000,0.0081616789739603,0.0042672919109026,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2119
2131,2022-07-26,באר שבע,"צרפתי שמעון בע""מ",97,16,11626,1587,8248.5,0,0.0100819155639571,0.0080685327223827,דרום,ישראל,היתר מלא,בתהליכי הגרלה,2131
2128,2022-07-26,גן יבנה,י.אליה ובניו,27,8,23580,539,9462.96,0,0.0148423005565862,0.0008246169871099,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2128
2114,2022-07-26,ג'סר א-זרקא,"גשם בחוף בע""מ",49,11,2436,18,7020.0,40000,0.6111111111111112,0.0157154673283705,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2114
2126,2022-07-26,כרמיאל,"מורדות הכרמל נכסים בע""מ",71,44,6456,499,8716.5,0,0.0881763527054108,0.0045324827933523,צפון,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,2126
2127,2022-07-26,מבשרת ציון,קוטלר עדיקא חברה לבניה בעמ,14,1,16870,590,10796.76,0,0.0016949152542372,0.0007985257985257,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2127
2130,2022-07-26,מבשרת ציון,"אלואל - חברה לבניין בע""מ",30,0,16424,595,12547.08,0,0.0,0.0018952555436224,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2130
2121,2022-07-26,מגדל העמק,"סלים לחאם יזמות ובניה בע""מ",17,9,6473,370,7008.3,60000,0.0243243243243243,0.0013108307389808,צפון,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,2121
2122,2022-07-26,מגדל העמק,"דיורים בע""מ",8,8,5871,370,7669.35,60000,0.0216216216216216,0.0,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2122
2124,2022-07-26,מעלות-תרשיחא,"ל. אופק יזום וניהול פרויקטים בע""מ",31,16,3572,120,6306.3,60000,0.1333333333333333,0.0043453070683661,צפון,ישראל,היתר מלא,בתהליכי הגרלה,2124
2133,2022-07-26,מצפה רמון,"אור נתיבות ישראל בע""מ",3,2,2539,41,6291.09,60000,0.048780487804878,0.0004003202562049,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2133
2129,2022-07-26,עתלית,"קרן קפיטל- פפושדו בע""מ",26,1,10135,124,9568.26,0,0.0080645161290322,0.0024972530216761,מרכז,ישראל,החלטת ועדה (היתר בתנאים) לחלק מהמגרשים,בתהליכי הגרלה,2129
2125,2022-07-26,קריית ים,"שגראוי ייזום ובניה (אס.בי.סי) בע""מ",1,1,7489,363,9196.2,0,0.0027548209366391,0.0,מרכז,ישראל,היתר מלא,בחירת דירות,2125
2132,2022-07-26,ראשון לציון,מרדכי אביב. מפעלי בניה בעמ,9,0,35650,4567,11354.85,0,0.0,0.0002895473409902,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,2132
2059,2022-07-17,אילת,"ליאם נחמיאס חברה לבניין בע""מ",37,18,6645,1849,7750.0,0,0.0097349918875067,0.0039616346955796,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2059
2060,2022-07-17,אילת,"מ.ח נחמיאס יזום ובניה בע""מ",18,9,6306,1845,7750.0,0,0.0048780487804878,0.0020174848688634,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2060
2067,2022-07-17,אלעד,י. ד. ברזאני נכסים ובניין (1983) בע,110,38,14467,1637,11571.3,0,0.0232131948686621,0.0056118472330475,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2067
2068,2022-07-17,אלעד,י. ד. ברזאני נכסים ובניין (1983) בע,83,29,14099,1633,11571.3,0,0.0177587262706674,0.0043317824482592,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2068
2069,2022-07-17,אלעד,גיא & דורון לוי הנדסה בנייה והשקעות,64,22,13591,1613,12504.96,0,0.013639181649101,0.0035064284521622,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2069
2026,2022-07-17,אשדוד,סלע בינוי והשקעות מקבוצת אמנון מסיל,85,29,19546,4803,14859.0,0,0.0060378929835519,0.0037984128060774,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2026
2027,2022-07-17,אשדוד,"אחים אוזן חברה לבניה בע""מ",81,28,19588,4875,14859.0,0,0.0057435897435897,0.0036022565078502,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2027
2046,2022-07-17,אשקלון,"רמט טרום בע""מ",129,39,22768,3089,9009.0,0,0.012625445127873,0.0045734031200772,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2046
2047,2022-07-17,אשקלון,"יצחק אטיאס השקעות בע""מ",74,22,22532,3190,9009.0,0,0.0068965517241379,0.00268845000517,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2047
2048,2022-07-17,אשקלון,"גבעות טל ר.א בע""מ",69,24,22858,3064,7943.13,0,0.0078328981723237,0.0022734161867232,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2048
2049,2022-07-17,אשקלון,"נמיר בסמטה בע""מ",45,13,21817,3073,9009.0,0,0.0042303937520338,0.0017072129748186,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2049
2050,2022-07-17,אשקלון,"אלמוג (כ. ד. א. י.) בע""מ",45,13,21822,3085,9009.0,0,0.0042139384116693,0.0017078507765384,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2050
2051,2022-07-17,אשקלון,"רוי נחמיאס מסעדות בע""מ",36,11,21621,3050,9009.0,0,0.0036065573770491,0.0013461849119595,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2051
2041,2022-07-17,באר שבע,"ארז אלון יזמות ובניה בע""מ",65,26,4690,2136,12019.41,0,0.0121722846441947,0.0152701644479248,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2041
2092,2022-07-17,בית שאן,"יגאל בוחבוט יזום והשקעות בע""מ",70,57,2019,443,6564.87,40000,0.128668171557562,0.008248730964467,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2092
2093,2022-07-17,בית שאן,"א.ש. אלפא נכסים בע""מ",49,40,1914,435,6486.48,40000,0.0919540229885057,0.0060851926977687,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2093
2094,2022-07-17,בית שאן,שמעון פרגי,21,17,1842,437,6552.0,40000,0.0389016018306636,0.0028469750889679,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2094
2052,2022-07-17,בית שמש,"נתיב - ברזאני יזום ופיתוח בע""מ",492,172,19352,3581,11667.24,0,0.048031276179838,0.020290406442204,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2052
2100,2022-07-17,גבע בנימין,א ברקן ושות בעמ,33,13,2413,172,8892.0,0,0.0755813953488372,0.0089245872378402,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2100
2101,2022-07-17,גבע בנימין,א ברקן ושות בעמ,30,12,2375,172,8892.0,0,0.0697674418604651,0.0081706763504312,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2101
2102,2022-07-17,גבע בנימין,אבן את יסוד גבע בנימין שותפות מוגבלת,20,8,2348,172,8892.0,0,0.0465116279069767,0.0055147058823529,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2102
2103,2022-07-17,גבע בנימין,החברה המרכזית לפיתוח השומרון ב,15,6,2348,171,8892.0,0,0.0350877192982456,0.0041341295360587,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2103
2099,2022-07-17,גבע בנימין,א ברקן ושות בעמ,33,13,2546,169,8892.0,0,0.0769230769230769,0.0084139671855279,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2099
2097,2022-07-17,דייר חנא,ענף אחר השקעות בעמ',21,15,258,73,5148.0,40000,0.2054794520547945,0.0324324324324324,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2097
2098,2022-07-17,דייר חנא,"א.נ. בונים בעמק בע""מ",18,13,236,74,6066.45,40000,0.1756756756756756,0.0308641975308641,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2098
2070,2022-07-17,דימונה,"אופק שלי יזמות בע""מ",64,32,2722,155,5031.0,40000,0.2064516129032258,0.0124659135177249,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2070
2071,2022-07-17,דימונה,"אופק שלי יזמות בע""מ",64,32,2725,154,5031.0,40000,0.2077922077922078,0.0124465188642551,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2071
2072,2022-07-17,דימונה,"אופק שלי יזמות בע""מ",43,21,2648,155,5031.0,40000,0.1354838709677419,0.00882470918572,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2072
2073,2022-07-17,דימונה,"ב.נ.א הצלחה יזמות ונדל""ן בע""מ",36,18,2619,159,5031.0,40000,0.1132075471698113,0.0073170731707317,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2073
2074,2022-07-17,דימונה,"יפרח מילר יזמות בע""מ",36,18,2497,147,6535.62,40000,0.1224489795918367,0.0076595744680851,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2074
2075,2022-07-17,דימונה,"ברזילי מור מזרח בע""מ",32,16,2483,146,6499.35,40000,0.1095890410958904,0.0068463842533162,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2075
2076,2022-07-17,דימונה,"עפרי רנה יזמות בע""מ",18,9,2515,147,5846.49,40000,0.0612244897959183,0.0038006756756756,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2076
2077,2022-07-17,דימונה,"עפרי רנה יזמות בע""מ",16,8,2513,149,5844.15,40000,0.0536912751677852,0.0033840947546531,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2077
2022,2022-07-17,חיפה,"רמי שבירו הנדסה בניה והשקעות בע""מ",114,39,15262,2952,11700.0,0,0.0132113821138211,0.0060926076360682,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2022
2023,2022-07-17,חיפה,ש. שרבט ושות' חברה לבניה והשקעות (1,89,31,15346,3023,11583.0,0,0.0102547138604035,0.004706646108902,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2023
2024,2022-07-17,חיפה,"רמי שבירו הנדסה בניה והשקעות בע""מ",54,18,15084,2969,11700.0,0,0.0060626473560121,0.002971522905489,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2024
2025,2022-07-17,חיפה,"רמי שבירו הנדסה בניה והשקעות בע""מ",38,13,14773,2912,11700.0,0,0.0044642857142857,0.0021077480819492,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2025
2095,2022-07-17,טורעאן,"אלדאהר ייזמות והשקעות בע""מ",18,18,298,52,4419.09,60000,0.3461538461538461,0.0,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2095
2096,2022-07-17,טורעאן,"אלדאהר ייזמות והשקעות בע""מ",18,18,172,52,4419.09,60000,0.3461538461538461,0.0,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2096
2019,2022-07-17,ירושלים,"דונה חברה להנדסה ובנין בע""מ",105,36,22077,10856,13572.0,0,0.003316138540899,0.0061491845646555,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2019
2020,2022-07-17,ירושלים,"שתית בע""מ",65,22,22175,10946,12636.0,0,0.0020098666179426,0.0038293703802653,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2020
2021,2022-07-17,ירושלים,"חי נחמיאס מגורים והשקעות בע""מ",43,15,22573,11058,11641.5,0,0.0013564839934888,0.0024316109422492,מרכז,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2021
2105,2022-07-17,כפר ברא,"מאגד למשתכן בע""מ",35,26,414,114,7002.45,40000,0.2280701754385964,0.03,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2105
2106,2022-07-17,כפר ברא,"תעמיר לבניה בע""מ",32,24,289,110,6807.06,40000,0.2181818181818181,0.0446927374301676,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2106
2107,2022-07-17,כפר ברא,"גזית הנדסה בע""מ",22,16,274,109,6688.89,40000,0.146788990825688,0.0363636363636363,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2107
2108,2022-07-17,כפר ברא,"תעמיר לבניה בע""מ",20,15,274,108,6807.06,40000,0.1388888888888889,0.0301204819277108,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2108
2085,2022-07-17,מגדל העמק,"קליימן-שמגר יזמות ובניה בע""מ",109,60,3000,387,9370.53,0,0.1550387596899224,0.0187523918867202,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2085
2086,2022-07-17,מגדל העמק,"ש.י.ן נקסטקום ייזום נופית בע""מ",41,22,2929,393,9315.54,0,0.0559796437659033,0.0074921135646687,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2086
2109,2022-07-17,מעלה אפרים,"חברת מעלה אפרים בניה בע""מ",21,10,713,29,5616.0,60000,0.3448275862068966,0.0160818713450292,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,2109
2104,2022-07-17,מצפה רמון,"אור נתיבות ישראל בע""מ",9,4,837,60,5733.0,40000,0.0666666666666666,0.0064350064350064,דרום,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2104
2053,2022-07-17,נצרת,"אחים פתחי חברה לבניה בע""מ",42,21,1344,748,7137.0,40000,0.0280748663101604,0.035234899328859,צפון,ישראל,הוגשה בקשה,בתהליכי הגרלה,2053
2054,2022-07-17,נצרת,"פורמינג להשקעות בע""מ",35,17,1442,772,5250.96,60000,0.022020725388601,0.026865671641791,צפון,ישראל,היתר מלא,בתהליכי הגרלה,2054
2055,2022-07-17,נצרת,"א. ג'ברין בע""מ",18,9,1351,758,7605.0,40000,0.0118733509234828,0.0151770657672849,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2055
2056,2022-07-17,נצרת,"א. ג'ברין בע""מ",14,7,1302,739,7605.0,40000,0.0094722598105548,0.0124333925399644,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2056
2057,2022-07-17,נצרת,"א.ש. אלפא נכסים בע""מ",13,6,1270,718,8150.22,40000,0.0083565459610027,0.0126811594202898,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2057
2058,2022-07-17,נצרת,"א.ש. אלפא נכסים בע""מ",13,6,1288,730,8150.22,40000,0.0082191780821917,0.0125448028673835,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,2058
2040,2022-07-17,נתניה,"אדר בראשית נדל""ן בע""מ",37,12,23953,3349,20800.26,0,0.0035831591519856,0.0012133566297806,מרכז,ישראל,-,בתהליכי הגרלה,2040
2028,2022-07-17,נתניה,"טריסון יזום ובניה בע""מ",111,38,23675,3305,20280.78,0,0.0114977307110438,0.0035837015218458,מרכז,ישראל,-,בתהליכי הגרלה,2028
2029,2022-07-17,נתניה,"זוהר וצפריר שרבט בע""מ",97,33,24014,3432,19672.38,0,0.0096153846153846,0.0031095131668448,מרכז,ישראל,-,בתהליכי הגרלה,2029
2030,2022-07-17,נתניה,גיא & דורון לוי הנדסה בנייה והשקעות,87,30,23915,3371,20487.87,0,0.0088994363690299,0.0027745327102803,מרכז,ישראל,-,בתהליכי הגרלה,2030
2031,2022-07-17,נתניה,"שמואל ברוך יזמות ובניה בע""מ",87,30,23674,3328,20494.89,0,0.009014423076923,0.0028015334709525,מרכז,ישראל,-,בתהליכי הגרלה,2031
2032,2022-07-17,נתניה,"מגן - עבודות הנדסה בנאיות בע""מ",76,26,23417,3246,20709.0,0,0.0080098582871226,0.0024788062069307,מרכז,ישראל,-,בתהליכי הגרלה,2032
2033,2022-07-17,נתניה,"גבעות טל ר.א בע""מ",74,25,23842,3407,19220.76,0,0.0073378338714411,0.0023978468314166,מרכז,ישראל,-,בתהליכי הגרלה,2033
2034,2022-07-17,נתניה,"עמרם אברהם חברה לבנין בע""מ",74,25,23909,3352,20800.26,0,0.0074582338902147,0.0023836162864231,מרכז,ישראל,-,בתהליכי הגרלה,2034
2035,2022-07-17,נתניה,"פרץ לוזון, בנין ופתוח בע""מ",67,23,23366,3245,20191.86,0,0.0070878274268104,0.0021867700412504,מרכז,ישראל,-,בתהליכי הגרלה,2035
2036,2022-07-17,נתניה,"סלע איסתא נדל""ן ישראלי בע""מ",64,22,24069,3457,18837.0,0,0.0063638993346832,0.0020376479720551,מרכז,ישראל,-,בתהליכי הגרלה,2036
2037,2022-07-17,נתניה,"אייל פרץ יזמות ונדל""ן 2011 בע""מ",38,13,23507,3292,20191.86,0,0.0039489671931956,0.0012367054167697,מרכז,ישראל,-,בתהליכי הגרלה,2037
2038,2022-07-17,נתניה,"רן - אור הנדסה בניה והשקעות בע""מ",38,13,23404,3248,20709.0,0,0.0040024630541871,0.001240325461401,מרכז,ישראל,-,בתהליכי הגרלה,2038
2039,2022-07-17,נתניה,"ספייס בניה וייזמות בע""מ",38,13,23377,3252,20709.0,0,0.0039975399753997,0.0012422360248447,מרכז,ישראל,-,בתהליכי הגרלה,2039
2090,2022-07-17,עראבה,"איאד שדאפנה, מוחמד שאהין",23,17,150,58,5616.0,40000,0.293103448275862,0.0652173913043478,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2090
2091,2022-07-17,עראבה,"איאד שדאפנה, מוחמד שאהין",22,16,142,58,6759.09,40000,0.2758620689655172,0.0714285714285714,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2091
2089,2022-07-17,עראבה,"איאד שדאפנה, מוחמד שאהין",25,18,224,59,6759.09,40000,0.3050847457627119,0.0424242424242424,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,2089
